CA,AA,CB,AB,DOM,INT,PRED,ZA,ZB,TA,TB,AT
AT,El Estratega,ANT+PT+PNT,El Gladiador Salvaje,B,=,@EQUIL El Estratega y El Gladiador Salvaje.,@ZK_D,"@ZK_B, @ZK_C, @ZK_A",El Estratega @ZD_TEC,El Gladiador Salvaje @ZB_ACT y El Gladiador Salvaje @ZC_PREC y El Gladiador Salvaje @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT,El Estratega,PNT+ANT+PT,El Martillo de Hierro,B,VA,@VENT_LIG El Martillo de Hierro.,@ZK_D,"@ZK_A, @ZK_B, @ZK_C",El Estratega @ZD_TEC,El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT,El Estratega,PNT+PT+ANT,El Coloso Salvaje,B,VL,@VENT_LIG El Coloso Salvaje.,@ZK_D,"@ZK_A, @ZK_C, @ZK_B",El Estratega @ZD_TEC,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT,El Estratega,PT+ANT+PNT,El Bárbaro del Octágono,B,=,@EQUIL El Estratega y El Bárbaro del Octágono.,@ZK_D,"@ZK_C, @ZK_B, @ZK_A",El Estratega @ZD_TEC,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
AT,El Estratega,PT+PNT+ANT,El Titán Silencioso,B,=,@EQUIL El Estratega y El Titán Silencioso.,@ZK_D,"@ZK_C, @ZK_A, @ZK_B",El Estratega @ZD_TEC,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,ANT,El Depredador,B,VA,@VENT_LIG El Depredador.,@ZK_A,@ZK_B,El Escudo @ZR_DEF,El Depredador @ZB_ACT,
PNT,El Escudo,AT,El Estratega,A,VA,@VENT_LIG El Escudo.,@ZK_A,@ZK_D,El Escudo @ZR_DEF,El Estratega @ZD_TEC,
PNT,El Escudo,PNT,El Escudo,=,=,@EQUIL El Escudo y El Escudo.,@ZK_A,@ZK_A,El Escudo @ZR_DEF,El Escudo @ZR_DEF,
PNT,El Escudo,PT,El Francotirador,A,VL,@VENT_LIG El Escudo.,@ZK_A,@ZK_C,El Escudo @ZR_DEF,El Francotirador @ZC_PREC,
PNT,El Escudo,ANT+AT,El Vendaval,A,=,@EQUIL El Escudo y El Vendaval.,@ZK_A,"@ZK_B, @ZK_D",El Escudo @ZR_DEF,El Vendaval @ZB_ACT y El Vendaval @ZD_TEC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,AT+ANT,El Huracán,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_B",El Escudo @ZR_DEF,El Huracán @ZD_TEC y El Huracán @ZB_ACT,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,AT+PNT,El Guardián,A,VA,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_A",El Escudo @ZR_DEF,El Guardián @ZD_TEC y El Guardián @ZR_DEF,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,AT+PT,El Cirujano,A,VA,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_C",El Escudo @ZR_DEF,El Cirujano @ZD_TEC y El Cirujano @ZC_PREC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,PNT+AT,El Bastión Técnico,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_A, @ZK_D",El Escudo @ZR_DEF,El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,PT+AT,El Maestro del Pulso,A,VA,@VENT_LIG El Escudo.,@ZK_A,"@ZK_C, @ZK_D",El Escudo @ZR_DEF,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,ANT+PNT,La Bestia,B,VL,@VENT_LIG La Bestia.,@ZK_A,"@ZK_B, @ZK_A",El Escudo @ZR_DEF,La Bestia @ZB_ACT y La Bestia @ZR_DEF,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,ANT+PT,El Castigador,B,=,@EQUIL El Escudo y El Castigador.,@ZK_A,"@ZK_B, @ZK_C",El Escudo @ZR_DEF,El Castigador @ZB_ACT y El Castigador @ZC_PREC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,PNT+ANT,El Feral,B,=,@EQUIL El Escudo y El Feral.,@ZK_A,"@ZK_A, @ZK_B",El Escudo @ZR_DEF,El Feral @ZR_DEF y El Feral @ZB_ACT,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,PT+ANT,El Demoledor Silencioso,B,=,@EQUIL El Escudo y El Demoledor Silencioso.,@ZK_A,"@ZK_C, @ZK_B",El Escudo @ZR_DEF,El Demoledor Silencioso @ZC_PREC y El Demoledor Silencioso @ZB_ACT,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,PNT+PT,El Ancla,A,=,@EQUIL El Escudo y El Ancla.,@ZK_A,"@ZK_A, @ZK_C",El Escudo @ZR_DEF,El Ancla @ZR_DEF y El Ancla @ZC_PREC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,PT+PNT,La Muralla,A,=,@EQUIL El Escudo y La Muralla.,@ZK_A,"@ZK_C, @ZK_A",El Escudo @ZR_DEF,La Muralla @ZC_PREC y La Muralla @ZR_DEF,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PNT,El Escudo,ANT+AT+PNT,El Coloso del Centro,A,=,@EQUIL El Escudo y El Coloso del Centro.,@ZK_A,"@ZK_B, @ZK_D, @ZK_A",El Escudo @ZR_DEF,El Coloso del Centro @ZB_ACT y El Coloso del Centro @ZD_TEC y El Coloso del Centro @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,ANT+AT+PT,El Estratega Salvaje,A,=,@EQUIL El Escudo y El Estratega Salvaje.,@ZK_A,"@ZK_B, @ZK_D, @ZK_C",El Escudo @ZR_DEF,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,ANT+PNT+AT,,B,=,@EQUIL El Escudo y nan.,@ZK_A,"@ZK_B, @ZK_A, @ZK_D",El Escudo @ZR_DEF,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,ANT+PT+AT,El Incursor,A,=,@EQUIL El Escudo y El Incursor.,@ZK_A,"@ZK_B, @ZK_C, @ZK_D",El Escudo @ZR_DEF,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,AT+ANT+PNT,El Inquebrantable,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_B, @ZK_A",El Escudo @ZR_DEF,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,AT+ANT+PT,El Arquitecto del Caos,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_B, @ZK_C",El Escudo @ZR_DEF,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,AT+PNT+ANT,El León Técnico,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_A, @ZK_B",El Escudo @ZR_DEF,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,AT+PNT+PT,El Guerrero del Muro,A,VA,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_A, @ZK_C",El Escudo @ZR_DEF,El Guerrero del Muro @ZD_TEC y El Guerrero del Muro @ZR_DEF y El Guerrero del Muro @ZC_PREC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,AT+PT+ANT,El Alquimista del Ritmo,A,VA,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_C, @ZK_B",El Escudo @ZR_DEF,El Alquimista del Ritmo @ZD_TEC y El Alquimista del Ritmo @ZC_PREC y El Alquimista del Ritmo @ZB_ACT,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,AT+PT+PNT,El Sabio de Hierro,A,VA,@VENT_LIG El Escudo.,@ZK_A,"@ZK_D, @ZK_C, @ZK_A",El Escudo @ZR_DEF,El Sabio de Hierro @ZD_TEC y El Sabio de Hierro @ZC_PREC y El Sabio de Hierro @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PNT+ANT+AT,El Fénix del Caos,A,=,@EQUIL El Escudo y El Fénix del Caos.,@ZK_A,"@ZK_A, @ZK_B, @ZK_D",El Escudo @ZR_DEF,El Fénix del Caos @ZR_DEF y El Fénix del Caos @ZB_ACT y El Fénix del Caos @ZD_TEC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PNT+AT+ANT,El Legionario,A,=,@EQUIL El Escudo y El Legionario.,@ZK_A,"@ZK_A, @ZK_D, @ZK_B",El Escudo @ZR_DEF,El Legionario @ZR_DEF y El Legionario @ZD_TEC y El Legionario @ZB_ACT,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PNT+AT+PT,El Centinela de Acero,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_A, @ZK_D, @ZK_C",El Escudo @ZR_DEF,El Centinela de Acero @ZR_DEF y El Centinela de Acero @ZD_TEC y El Centinela de Acero @ZC_PREC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PNT+PT+AT,El Bastión del Ritmo,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_A, @ZK_C, @ZK_D",El Escudo @ZR_DEF,El Bastión del Ritmo @ZR_DEF y El Bastión del Ritmo @ZC_PREC y El Bastión del Ritmo @ZD_TEC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PT+ANT+AT,El Constructor del Combate,A,=,@EQUIL El Escudo y El Constructor del Combate.,@ZK_A,"@ZK_C, @ZK_B, @ZK_D",El Escudo @ZR_DEF,El Constructor del Combate @ZC_PREC y El Constructor del Combate @ZB_ACT y El Constructor del Combate @ZD_TEC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PT+AT+ANT,El Estrangulador Táctico,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_C, @ZK_D, @ZK_B",El Escudo @ZR_DEF,El Estrangulador Táctico @ZC_PREC y El Estrangulador Táctico @ZD_TEC y El Estrangulador Táctico @ZB_ACT,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PT+AT+PNT,El Táctico Blindado,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_C, @ZK_D, @ZK_A",El Escudo @ZR_DEF,El Táctico Blindado @ZC_PREC y El Táctico Blindado @ZD_TEC y El Táctico Blindado @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PT+PNT+AT,El Monje de la Jaula,A,VL,@VENT_LIG El Escudo.,@ZK_A,"@ZK_C, @ZK_A, @ZK_D",El Escudo @ZR_DEF,El Monje de la Jaula @ZC_PREC y El Monje de la Jaula @ZR_DEF y El Monje de la Jaula @ZD_TEC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,ANT+PNT+PT,El Ciclón Imparable,B,=,@EQUIL El Escudo y El Ciclón Imparable.,@ZK_A,"@ZK_B, @ZK_A, @ZK_C",El Escudo @ZR_DEF,El Ciclón Imparable @ZB_ACT y El Ciclón Imparable @ZR_DEF y El Ciclón Imparable @ZC_PREC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,ANT+PT+PNT,El Gladiador Salvaje,B,=,@EQUIL El Escudo y El Gladiador Salvaje.,@ZK_A,"@ZK_B, @ZK_C, @ZK_A",El Escudo @ZR_DEF,El Gladiador Salvaje @ZB_ACT y El Gladiador Salvaje @ZC_PREC y El Gladiador Salvaje @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PNT+ANT+PT,El Martillo de Hierro,B,=,@EQUIL El Escudo y El Martillo de Hierro.,@ZK_A,"@ZK_A, @ZK_B, @ZK_C",El Escudo @ZR_DEF,El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PNT+PT+ANT,El Coloso Salvaje,B,=,@EQUIL El Escudo y El Coloso Salvaje.,@ZK_A,"@ZK_A, @ZK_C, @ZK_B",El Escudo @ZR_DEF,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PT+ANT+PNT,El Bárbaro del Octágono,B,=,@EQUIL El Escudo y El Bárbaro del Octágono.,@ZK_A,"@ZK_C, @ZK_B, @ZK_A",El Escudo @ZR_DEF,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT,El Escudo,PT+PNT+ANT,El Titán Silencioso,A,=,@EQUIL El Escudo y El Titán Silencioso.,@ZK_A,"@ZK_C, @ZK_A, @ZK_B",El Escudo @ZR_DEF,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT,El Francotirador,ANT,El Depredador,B,VA,@VENT_LIG El Depredador.,@ZK_C,@ZK_B,El Francotirador @ZC_PREC,El Depredador @ZB_ACT,
PT,El Francotirador,AT,El Estratega,B,VA,@VENT_LIG El Estratega.,@ZK_C,@ZK_D,El Francotirador @ZC_PREC,El Estratega @ZD_TEC,
PT,El Francotirador,PNT,El Escudo,B,VL,@VENT_LIG El Escudo.,@ZK_C,@ZK_A,El Francotirador @ZC_PREC,El Escudo @ZR_DEF,
PT,El Francotirador,PT,El Francotirador,=,=,@EQUIL El Francotirador y El Francotirador.,@ZK_C,@ZK_C,El Francotirador @ZC_PREC,El Francotirador @ZC_PREC,
PT,El Francotirador,ANT+AT,El Vendaval,B,VA,@VENT_LIG El Vendaval.,@ZK_C,"@ZK_B, @ZK_D",El Francotirador @ZC_PREC,El Vendaval @ZB_ACT y El Vendaval @ZD_TEC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,AT+ANT,El Huracán,B,VA,@VENT_LIG El Huracán.,@ZK_C,"@ZK_D, @ZK_B",El Francotirador @ZC_PREC,El Huracán @ZD_TEC y El Huracán @ZB_ACT,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,AT+PNT,El Guardián,B,VL,@VENT_LIG El Guardián.,@ZK_C,"@ZK_D, @ZK_A",El Francotirador @ZC_PREC,El Guardián @ZD_TEC y El Guardián @ZR_DEF,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,AT+PT,El Cirujano,B,VL,@VENT_LIG El Cirujano.,@ZK_C,"@ZK_D, @ZK_C",El Francotirador @ZC_PREC,El Cirujano @ZD_TEC y El Cirujano @ZC_PREC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,PNT+AT,El Bastión Técnico,B,VL,@VENT_LIG El Bastión Técnico.,@ZK_C,"@ZK_A, @ZK_D",El Francotirador @ZC_PREC,El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,PT+AT,El Maestro del Pulso,B,=,@EQUIL El Francotirador y El Maestro del Pulso.,@ZK_C,"@ZK_C, @ZK_D",El Francotirador @ZC_PREC,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,ANT+PNT,La Bestia,B,VA,@VENT_LIG La Bestia.,@ZK_C,"@ZK_B, @ZK_A",El Francotirador @ZC_PREC,La Bestia @ZB_ACT y La Bestia @ZR_DEF,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,ANT+PT,El Castigador,B,VA,@VENT_LIG El Castigador.,@ZK_C,"@ZK_B, @ZK_C",El Francotirador @ZC_PREC,El Castigador @ZB_ACT y El Castigador @ZC_PREC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,PNT+ANT,El Feral,B,VA,@VENT_LIG El Feral.,@ZK_C,"@ZK_A, @ZK_B",El Francotirador @ZC_PREC,El Feral @ZR_DEF y El Feral @ZB_ACT,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,PT+ANT,El Demoledor Silencioso,B,VL,@VENT_LIG El Demoledor Silencioso.,@ZK_C,"@ZK_C, @ZK_B",El Francotirador @ZC_PREC,El Demoledor Silencioso @ZC_PREC y El Demoledor Silencioso @ZB_ACT,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,PNT+PT,El Ancla,B,=,@EQUIL El Francotirador y El Ancla.,@ZK_C,"@ZK_A, @ZK_C",El Francotirador @ZC_PREC,El Ancla @ZR_DEF y El Ancla @ZC_PREC,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,PT+PNT,La Muralla,B,=,@EQUIL El Francotirador y La Muralla.,@ZK_C,"@ZK_C, @ZK_A",El Francotirador @ZC_PREC,La Muralla @ZC_PREC y La Muralla @ZR_DEF,Enfrentamiento entre arquetipo simple y dual. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT,El Francotirador,ANT+AT+PNT,El Coloso del Centro,B,VA,@VENT_LIG El Coloso del Centro.,@ZK_C,"@ZK_B, @ZK_D, @ZK_A",El Francotirador @ZC_PREC,El Coloso del Centro @ZB_ACT y El Coloso del Centro @ZD_TEC y El Coloso del Centro @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT,El Francotirador,ANT+AT+PT,El Estratega Salvaje,B,VA,@VENT_LIG El Estratega Salvaje.,@ZK_C,"@ZK_B, @ZK_D, @ZK_C",El Francotirador @ZC_PREC,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT,El Francotirador,ANT+PNT+AT,,B,VA,@VENT_LIG nan.,@ZK_C,"@ZK_B, @ZK_A, @ZK_D",El Francotirador @ZC_PREC,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT,El Francotirador,ANT+PT+AT,El Incursor,B,VA,@VENT_LIG El Incursor.,@ZK_C,"@ZK_B, @ZK_C, @ZK_D",El Francotirador @ZC_PREC,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT,El Francotirador,AT+ANT+PNT,El Inquebrantable,B,VA,@VENT_LIG El Inquebrantable.,@ZK_C,"@ZK_D, @ZK_B, @ZK_A",El Francotirador @ZC_PREC,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,Enfrentamiento entre arquetipo simple y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
