Fighter,Division,division_ranking,Birth_Date,Career_Record,Sig_Strikes_Thrown,Sig_Strikes_Landed,Sig_Strikes_Absorbed,Takedowns_Attempted,Takedowns_Successful,Takedowns_Defended,Sub_Attempts,Sub_Attempts_Defended,Knockdowns,Knockdowns_Received,Control_Time_Seconds,Time_Controlled_Seconds,height_inches,reach_inches,win,loss,draws,win_kotko,win_sub,win_decision,loss_kotko,loss_sub,loss_decision,Fight_Duration_Seconds,significant_strikes_attempted_against,takedowns_attempted_against,takedowns_allowed,submission_attempts_against,Number_of_Fights_36m,Dates_36m,picture_url,ufcstats_url
Carlos Prates (The Nightmare),Welterweight,5,17-08-1993,23-7-0,434,235,296,1,1,28,0,0,9,0,185,609,73,78,6,1,0,6,0,0,0,0,1,549,568,34,6,0,7,"15-11-2025:f1fac969a1d70b08:W,16-08-2025:b997be68943010fc:W,26-04-2025:442c9011034ae1fd:L,09-11-2024:84b3e7d38f2d2ec5:W,17-08-2024:e64b96c07d7ce999:W,08-06-2024:feedf3053472fe56:W,10-02-2024:b27a1fcb56a3035a:W",img/carlos_prates.png,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3
Colby Covington (Chaos),Welterweight,14,22-02-1988,17-5-0,250,81,132,18,3,2,0,3,0,0,524,165,71,72,0,2,0,0,0,0,1,0,1,1191,259,4,2,3,2,"14-12-2024:b9437600497350f3:L,16-12-2023:f1fac969a1d70b08:L",img/colby_covington.png,http://ufcstats.com/fighter-details/dc9572dd6ec74859
Gilbert Burns (Durinho),Welterweight,11,20-07-1986,22-9-0,419,202,401,29,13,11,0,0,0,3,841,665,70,71,1,4,0,0,0,1,2,0,2,988,770,18,7,0,5,"17-05-2025:c32aeb1a59e6272d:L,07-09-2024:45f7cb591c3ab00b:L,09-03-2024:6b453bc35a823c3f:L,06-05-2023:b1b0729d27936f2f:L,08-04-2023:47b9e0e7703a4868:W",img/gilbert_burns.png,http://ufcstats.com/fighter-details/23024fdfc966410a
Geoff Neal (Handz of Steel),Welterweight,,28-08-1990,16-8-0,178,92,113,2,1,0,0,0,1,2,267,12,71,75,1,3,0,1,0,0,2,0,1,342,227,0,0,0,4,"21-02-2026:681399317dbf4701:L,16-08-2025:7ee0fd831c0fe7c3:L,26-10-2024:6a2f7c151031653d:W,17-02-2024:442c9011034ae1fd:L",img/geoff_neal.png,http://ufcstats.com/fighter-details/b997be68943010fc
Daniel Rodriguez (D-Rod),Welterweight,15,31-12-1986,20-5-0,862,400,340,2,1,11,0,0,3,2,278,348,73,74,3,2,0,1,0,2,1,0,1,709,825,17,6,0,5,"19-07-2025:3a46b268013afede:W,03-05-2025:6d1bffff14897645:W,12-10-2024:cdb96af67d096b1e:W,22-06-2024:8c0580d4fff106c1:L,13-05-2023:442c9011034ae1fd:L",img/daniel_rodriguez.png,http://ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Gabriel Bonfim (Marretinha),Welterweight,10,20-08-1997,19-1-0,535,253,201,26,14,12,4,0,1,1,726,307,73,72,5,1,0,1,2,2,1,0,0,574,540,16,4,0,6,"08-11-2025:c6aee362c7a7d482:W,12-07-2025:4a28cb716c19157a:W,15-02-2025:2558ae2e5671e318:W,13-07-2024:1497e735d9f2560a:W,04-11-2023:9d19d9e4aa2662e8:L,29-07-2023:b27a1fcb56a3035a:W",img/gabriel_bonfim.png,http://ufcstats.com/fighter-details/01641ba5df0c69b0
Kevin Holland (Trailblazer),Welterweight,,05-11-1992,28-15-0 (1 NC),1161,497,398,14,5,20,4,2,3,2,552,1448,75,81,5,6,0,1,3,1,1,1,4,583,753,27,7,3,11,"18-10-2025:dd6103dd7127db1d:L,19-07-2025:8a1f3b5c526cd6e6:L,07-06-2025:6d4b63c767106d3a:W,22-03-2025:fd55393021a8c255:W,18-01-2025:d549cefc7c54ab78:L,05-10-2024:327d5f279895110d:L,01-06-2024:0d65c432720accb9:W,09-03-2024:a67d071163962af8:L,16-09-2023:6b453bc35a823c3f:L,29-07-2023:c58f51dedb310998:W,08-04-2023:6d1bffff14897645:W",img/kevin_holland.png,http://ufcstats.com/fighter-details/3a46b268013afede
Neil Magny (The Haitian Sensation),Welterweight,,03-08-1987,31-15-0,399,206,263,24,6,9,1,3,0,3,909,1616,75,80,4,4,0,2,1,1,2,1,1,601,447,19,10,4,8,"13-12-2025:f139d6836efd43dd:L,27-09-2025:a845f0735bc67405:W,02-08-2025:8adcbd525fab8d9b:W,09-11-2024:7ee0fd831c0fe7c3:L,24-08-2024:c32aeb1a59e6272d:L,20-01-2024:dd6103dd7127db1d:W,19-08-2023:442c9011034ae1fd:L,24-06-2023:8e382b585a92affe:W",img/neil_magny.png,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Ilia Topuria (El Matador),Lightweight,0,21-01-1997,17-0-0,594,283,222,5,5,2,0,0,4,0,324,21,67,69,4,0,0,3,0,1,0,0,0,713,632,2,0,0,4,"28-06-2025:07225ba28ae309b6:W,26-10-2024:150ff4cc642270b9:W,17-02-2024:e1248941344b3288:W,24-06-2023:fba03cd6cc28dc41:W",img/ilia_topuria.png,http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Arman Tsarukyan (Ahalkalakets),Lightweight,2,11-10-1996,23-3-0,273,179,54,13,8,0,1,6,1,0,1427,162,67,72,4,0,0,2,1,1,0,0,0,570,119,0,0,6,4,"22-11-2025:193b9d1858bc4df3:W,13-04-2024:07225ba28ae309b6:W,02-12-2023:08af939f41b5a57b:W,17-06-2023:ae7fe94f117f98cf:W",img/arman_tsarukyan.png,http://ufcstats.com/fighter-details/eae48ff31db420c2
Max Holloway (Blessed),Lightweight,4,04-12-1991,27-9-0,1323,706,447,0,0,10,1,5,4,2,248,1363,71,69,4,2,0,2,0,2,1,0,1,1219,1013,17,7,5,6,"07-03-2026:07225ba28ae309b6:L,19-07-2025:029eaff01e6bb8f0:W,26-10-2024:54f64b5e283b0ce7:L,13-04-2024:9e8f6c728eb01124:W,26-08-2023:c451d67c09c55418:W,15-04-2023:040a74bb0a465c54:W",img/max_holloway.png,http://ufcstats.com/fighter-details/150ff4cc642270b9
Charles Oliveira (Do Bronxs),Lightweight,3,17-10-1989,37-11-0 (1 NC),310,203,210,29,11,3,11,0,1,1,2560,1021,70,74,4,2,0,1,1,2,1,0,1,794,340,6,3,0,6,"07-03-2026:150ff4cc642270b9:W,11-10-2025:72db2a14ffa73ece:W,28-06-2025:54f64b5e283b0ce7:L,16-11-2024:4b93a88f3b1de35b:W,13-04-2024:eae48ff31db420c2:L,10-06-2023:08af939f41b5a57b:W",img/charles_oliveira.png,http://ufcstats.com/fighter-details/07225ba28ae309b6
Justin Gaethje (The Highlight),Lightweight,1,14-11-1988,27-5-0,824,463,529,9,4,5,0,0,4,1,453,88,71,70,4,1,0,1,0,3,1,0,0,1031,960,7,2,0,5,"24-01-2026:7826923b47f8d72a:W,08-03-2025:c814b4c899793af6:W,13-04-2024:150ff4cc642270b9:L,29-07-2023:029eaff01e6bb8f0:W,18-03-2023:c814b4c899793af6:W",img/justin_gaethje.png,http://ufcstats.com/fighter-details/9e8f6c728eb01124
Dan Hooker (The Hangman),Lightweight,7,13-02-1990,24-14-0,420,230,303,3,0,21,5,2,1,0,315,1053,72,75,2,2,0,0,0,2,1,1,0,724,493,31,10,3,4,"31-01-2026:c2299ec916bc7c56:L,22-11-2025:eae48ff31db420c2:L,17-08-2024:72db2a14ffa73ece:W,08-07-2023:4d8fa64202cee4c1:W",img/dan_hooker.png,http://ufcstats.com/fighter-details/193b9d1858bc4df3
Paddy Pimblett (The Baddy),Lightweight,6,03-01-1995,23-4-0,632,350,232,11,2,3,2,0,1,2,862,553,70,73,3,1,0,1,1,1,0,0,1,847,408,11,8,0,4,"24-01-2026:9e8f6c728eb01124:L,12-04-2025:4b93a88f3b1de35b:W,27-07-2024:887961364be5ceb3:W,16-12-2023:22a92d7f62195791:W",img/paddy_pimblett.png,http://ufcstats.com/fighter-details/7826923b47f8d72a
Mateusz Gamrot (Gamer),Lightweight,8,11-12-1990,25-4-0 (1 NC),423,220,154,52,24,0,0,0,0,1,1393,337,70,70,3,2,0,1,0,2,0,1,1,718,360,1,1,1,5,"11-10-2025:07225ba28ae309b6:L,31-05-2025:5b86d491d63890c5:W,17-08-2024:193b9d1858bc4df3:L,09-03-2024:6a2f7c151031653d:W,23-09-2023:c814b4c899793af6:W",img/mateusz_gamrot.png,http://ufcstats.com/fighter-details/72db2a14ffa73ece
Beneil Dariush,Lightweight,12,06-05-1989,23-7-1,148,73,68,5,5,4,0,0,0,4,517,114,70,72,1,3,0,0,0,1,3,0,0,307,117,4,0,0,4,"15-11-2025:c2299ec916bc7c56:L,28-06-2025:b6452706b373eea1:W,02-12-2023:eae48ff31db420c2:L,10-06-2023:07225ba28ae309b6:L",img/beneil_dariush.png,http://ufcstats.com/fighter-details/08af939f41b5a57b
Rafael Fiziev (Ataman),Lightweight,10,05-03-1993,13-5-0,499,281,296,7,6,12,0,0,0,2,143,303,68,71,1,4,0,0,0,1,2,0,2,738,580,14,2,0,5,"31-01-2026:9c393e836a852f30:L,21-06-2025:e4a47b07044ddd72:W,08-03-2025:9e8f6c728eb01124:L,23-09-2023:72db2a14ffa73ece:L,18-03-2023:9e8f6c728eb01124:L",img/rafael_fiziev.png,http://ufcstats.com/fighter-details/c814b4c899793af6
Renato Moicano,Lightweight,11,21-05-1989,20-7-1,269,149,126,18,6,2,0,0,1,1,1356,509,71,72,3,2,0,2,0,1,0,1,1,639,285,9,7,1,5,"28-06-2025:08af939f41b5a57b:L,18-01-2025:275aca31f61ba28c:L,28-09-2024:c2299ec916bc7c56:W,13-04-2024:4d8fa64202cee4c1:W,03-02-2024:519e4fe37ce9ff75:W",img/renato_moicano.png,http://ufcstats.com/fighter-details/b6452706b373eea1
Michael Chandler (Iron),Lightweight,13,24-04-1986,23-10-0,141,95,168,8,4,8,0,2,0,0,283,1173,68,71,0,2,0,0,0,0,1,0,1,1143,265,14,6,2,2,"12-04-2025:7826923b47f8d72a:L,16-11-2024:07225ba28ae309b6:L",img/michael_chandler.png,http://ufcstats.com/fighter-details/4b93a88f3b1de35b
Benoit Saint Denis (God of War),Lightweight,5,18-12-1995,17-3-0 (1 NC),600,366,171,47,18,7,8,7,2,1,1798,442,71,73,7,2,0,4,3,0,2,0,0,394,297,11,4,7,9,"31-01-2026:193b9d1858bc4df3:W,15-11-2025:08af939f41b5a57b:W,06-09-2025:9c393e836a852f30:W,10-05-2025:873626e5547b5235:W,28-09-2024:b6452706b373eea1:L,09-03-2024:029eaff01e6bb8f0:L,11-11-2023:dccb63727f2f5f74:W,02-09-2023:d945aae53e3e54e6:W,01-07-2023:eb393afdbe3293d5:W",img/benoit_saint_denis.png,http://ufcstats.com/fighter-details/c2299ec916bc7c56
Grant Dawson (KGD),Lightweight,,20-02-1994,23-3-1,342,184,87,25,14,2,1,1,0,2,2529,51,70,72,4,2,0,1,0,3,2,0,0,546,148,2,0,1,6,"06-12-2025:2e7878927067fdca:L,18-01-2025:f53d4f21d1b5f2dc:W,12-10-2024:e132d47bd9efbbe0:W,01-06-2024:af65aa688d13eedf:W,07-10-2023:887961364be5ceb3:L,01-07-2023:135d124172a0bea3:W",img/grant_dawson.png,http://ufcstats.com/fighter-details/99bd51917728c25d
Mauricio Ruffy,Lightweight,9,17-06-1996,13-2-0,267,156,161,1,0,14,0,0,4,0,102,358,71,75,4,1,0,3,0,1,0,1,0,471,393,17,3,1,5,"31-01-2026:c814b4c899793af6:W,06-09-2025:c2299ec916bc7c56:L,08-03-2025:887961364be5ceb3:W,16-11-2024:93b2b7caa457cbea:W,04-05-2024:af9f42e6894047fc:W",img/mauricio_ruffy.png,http://ufcstats.com/fighter-details/9c393e836a852f30
Joel Alvarez (El Fenomeno),Welterweight,,02-03-1993,23-3-0,388,246,102,3,1,8,3,0,1,0,531,279,75,77,4,0,0,2,1,1,0,0,0,612,255,11,3,0,4,"11-10-2025:6d4b63c767106d3a:W,14-12-2024:7cbf7c78d3b34218:W,03-08-2024:48a9a128784d53d1:W,22-07-2023:32c355b04fc57f3a:W",img/joel_alvarez.png,http://ufcstats.com/fighter-details/58bbef3770bb2dfc
Alexander Volkanovski (The Great),Featherweight,0,29-09-1988,28-4-0,629,373,232,30,10,4,1,0,0,3,729,137,66,71,3,2,0,1,0,2,2,0,0,911,538,6,2,0,5,"31-01-2026:f166e93d04a8c274:W,12-04-2025:f166e93d04a8c274:W,17-02-2024:54f64b5e283b0ce7:L,21-10-2023:275aca31f61ba28c:L,08-07-2023:cbf5e6f231b55443:W",img/alexander_volkanovski.png,http://ufcstats.com/fighter-details/e1248941344b3288
Movsar Evloev,Featherweight,1,11-02-1994,19-0-0,273,147,108,29,13,2,0,5,0,0,1090,420,67,72,3,0,0,0,0,3,0,0,0,900,235,8,6,5,3,"07-12-2024:cb696ebfb6598724:W,20-01-2024:040a74bb0a465c54:W,06-05-2023:f166e93d04a8c274:W",img/movsar_evloev.png,http://ufcstats.com/fighter-details/76e2870ffafbe38f
Diego Lopes,Featherweight,2,30-12-1994,27-8-0,916,438,501,14,7,23,8,1,5,0,763,904,71,72,6,3,0,3,1,2,0,0,3,729,934,31,8,1,9,"31-01-2026:e1248941344b3288:L,13-09-2025:52ef95b5860fb28c:W,12-04-2025:e1248941344b3288:L,14-09-2024:def8166ff24bd237:W,29-06-2024:82a5152216251682:W,13-04-2024:94426bb170c88115:W,11-11-2023:b8bbdeff718dbb7d:W,05-08-2023:da816417a579a0bd:W,06-05-2023:76e2870ffafbe38f:L",img/diego_lopes.png,http://ufcstats.com/fighter-details/f166e93d04a8c274
Yair Rodriguez (El Pantera),Featherweight,4,06-10-1992,21-6-0 (1 NC),317,165,111,2,1,11,0,1,2,0,195,817,71,71,1,2,0,0,0,1,1,1,0,805,220,22,11,2,3,"12-04-2025:98a58c26c5b1ed17:W,24-02-2024:def8166ff24bd237:L,08-07-2023:e1248941344b3288:L",img/yair_rodriguez.png,http://ufcstats.com/fighter-details/cbf5e6f231b55443
Arnold Allen (Almighty),Featherweight,8,22-01-1994,20-4-0,603,252,310,1,0,14,1,0,0,0,99,246,68,70,1,3,0,0,0,1,0,0,3,1050,627,23,9,0,4,"24-01-2026:52ef95b5860fb28c:L,27-07-2024:9560ff14eb3129f7:W,20-01-2024:76e2870ffafbe38f:L,15-04-2023:150ff4cc642270b9:L",img/arnold_allen.png,http://ufcstats.com/fighter-details/040a74bb0a465c54
Brian Ortega (T-City),Catch Weight,,21-02-1991,16-5-0 (1 NC),442,146,285,10,3,4,1,0,0,1,335,492,68,69,1,2,0,0,1,0,0,0,2,1019,548,8,4,0,3,"23-08-2025:cb696ebfb6598724:L,14-09-2024:f166e93d04a8c274:L,24-02-2024:cbf5e6f231b55443:W",img/brian_ortega.png,http://ufcstats.com/fighter-details/def8166ff24bd237
Lerone Murphy (The Miracle),Featherweight,3,22-07-1991,17-0-1,907,516,271,18,11,18,3,0,2,1,1058,974,69,73,6,0,0,1,0,5,0,0,0,983,701,30,12,0,6,"16-08-2025:5537efc6e496dd84:W,05-04-2025:fba03cd6cc28dc41:W,26-10-2024:82a5152216251682:W,18-05-2024:64a50dad704d1d49:W,22-07-2023:6751eacd16bd59bc:W,18-03-2023:f2f140ce7532e327:W",img/lerone_murphy.png,http://ufcstats.com/fighter-details/396fe87b84ac2e1c
Aljamain Sterling (Funk Master),Featherweight,,31-07-1989,25-5-0,569,327,195,44,21,8,0,0,0,1,1528,706,67,71,3,2,0,0,0,3,1,0,1,1030,438,15,7,0,5,"23-08-2025:def8166ff24bd237:W,07-12-2024:76e2870ffafbe38f:L,13-04-2024:751de04455cfaac0:W,19-08-2023:b50a426a33da0012:L,06-05-2023:056c493bbd76a918:W",img/aljamain_sterling.png,http://ufcstats.com/fighter-details/cb696ebfb6598724
Josh Emmett (CC0),Featherweight,11,04-03-1985,19-6-0,470,133,272,12,4,0,0,0,1,3,238,307,66,70,1,4,0,1,0,0,1,1,2,685,560,4,4,1,5,"14-03-2026:239d8e5359022f3b:L,04-10-2025:52c2ae6d2f2d2613:L,05-04-2025:396fe87b84ac2e1c:L,16-12-2023:d9c6f19f958643e9:W,24-06-2023:54f64b5e283b0ce7:L",img/josh_emmett.png,http://ufcstats.com/fighter-details/fba03cd6cc28dc41
Jean Silva (Lord),Featherweight,6,27-12-1996,17-3-0,517,274,266,7,5,25,3,0,5,1,77,428,67,69,6,1,0,4,1,1,1,0,0,513,569,32,7,0,7,"24-01-2026:040a74bb0a465c54:W,13-09-2025:f166e93d04a8c274:L,12-04-2025:d9c6f19f958643e9:W,22-02-2025:a52bc1e62cf0b7c6:W,13-07-2024:519e4fe37ce9ff75:W,29-06-2024:f1d64ae34e088832:W,13-01-2024:7b3503352cd53abb:W",img/jean_silva.png,http://ufcstats.com/fighter-details/52ef95b5860fb28c
Youssef Zalal (The Moroccan Devil),Featherweight,7,04-09-1996,18-5-1,229,130,62,15,5,2,5,0,1,0,418,146,70,72,5,0,0,0,4,1,0,0,0,399,228,4,2,0,5,"04-10-2025:fba03cd6cc28dc41:W,15-02-2025:751de04455cfaac0:W,02-11-2024:b8a85389d115e35a:W,10-08-2024:082eba4cd80f736f:W,23-03-2024:aa171d55d4b5208f:W",img/youssef_zalal.png,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613
Dan Ige (100K),Featherweight,,06-08-1991,19-11-0,683,303,331,9,2,23,0,2,3,1,691,1068,67,71,3,5,0,2,0,1,1,0,4,703,720,38,15,2,8,"21-02-2026:20bccc9bb4ceb23e:L,19-07-2025:98a58c26c5b1ed17:L,12-04-2025:4682bc59d5f55145:W,26-10-2024:396fe87b84ac2e1c:L,29-06-2024:f166e93d04a8c274:L,10-02-2024:8fd808923cffff82:W,23-09-2023:d9c6f19f958643e9:L,10-06-2023:583ee11abddfc581:W",img/dan_ige.png,http://ufcstats.com/fighter-details/82a5152216251682
David Onama,Featherweight,15,07-06-1994,14-3-0,524,283,246,8,4,11,2,3,2,2,946,458,71,74,4,1,0,1,0,3,1,0,0,693,510,18,7,3,5,"01-11-2025:97cf1a2c7c5e7889:L,26-04-2025:9560ff14eb3129f7:W,16-11-2024:15ea371202eb25e1:W,27-04-2024:87c0b1c696ddfb43:W,24-06-2023:f2f140ce7532e327:W",img/david_onama.png,http://ufcstats.com/fighter-details/ffe9703408fb5964
Calvin Kattar,Featherweight,,26-03-1988,23-10-0,286,72,198,0,0,13,0,0,0,1,26,646,71,72,0,3,0,0,0,0,0,0,3,900,454,21,8,0,3,"12-07-2025:97cf1a2c7c5e7889:L,15-02-2025:52c2ae6d2f2d2613:L,13-04-2024:cb696ebfb6598724:L",img/calvin_kattar.png,http://ufcstats.com/fighter-details/751de04455cfaac0
Giga Chikadze (Ninja),Featherweight,,25-08-1988,15-6-0,365,158,192,0,0,2,0,0,0,1,0,463,72,74,1,3,0,0,0,1,1,0,2,772,409,5,3,0,4,"13-12-2025:239d8e5359022f3b:L,26-04-2025:ffe9703408fb5964:L,27-07-2024:040a74bb0a465c54:L,26-08-2023:7aa3d6964eff4877:W",img/giga_chikadze.png,http://ufcstats.com/fighter-details/9560ff14eb3129f7
Merab Dvalishvili (The Machine),Bantamweight,1,10-01-1991,21-5-0,1358,567,430,134,45,23,4,0,0,0,2311,397,66,68,5,1,0,0,1,4,0,0,1,1297,875,31,8,0,6,"06-12-2025:d661ce4da776fc20:L,04-10-2025:65f09bacd3957381:W,07-06-2025:b50a426a33da0012:W,18-01-2025:2b6fc1c02736833d:W,14-09-2024:b50a426a33da0012:W,17-02-2024:056c493bbd76a918:W",img/merab_dvalishvili.png,http://ufcstats.com/fighter-details/c03520b5c88ed6b4
Umar Nurmagomedov,Bantamweight,2,03-01-1996,20-1-0,648,336,213,53,25,26,0,1,0,2,2030,201,68,69,4,1,0,0,0,4,0,0,1,1140,515,33,7,1,5,"24-01-2026:aa72b0f831d0bfe5:W,25-10-2025:bc711b6dd95c1af6:W,18-01-2025:c03520b5c88ed6b4:L,03-08-2024:65f09bacd3957381:W,02-03-2024:a4dc0f2b95df4cc1:W",img/umar_nurmagomedov.png,http://ufcstats.com/fighter-details/2b6fc1c02736833d
Petr Yan (No Mercy),Bantamweight,0,11-02-1993,20-5-0,752,440,337,21,9,44,0,2,0,0,674,622,67,67,4,0,0,0,0,4,0,0,0,1200,844,49,5,2,4,"06-12-2025:c03520b5c88ed6b4:W,26-07-2025:c0ac37a4a1133da9:W,23-11-2024:aa72b0f831d0bfe5:W,09-03-2024:efb96bf3e9ada36f:W",img/petr_yan.png,http://ufcstats.com/fighter-details/d661ce4da776fc20
Cory Sandhagen,Bantamweight,4,20-04-1992,18-6-0,794,367,285,23,12,30,1,1,0,0,1925,1021,71,70,3,2,0,1,0,2,0,0,2,1309,668,58,28,1,5,"04-10-2025:c03520b5c88ed6b4:L,03-05-2025:aa72b0f831d0bfe5:W,03-08-2024:2b6fc1c02736833d:L,05-08-2023:05339613bf8e9808:W,25-03-2023:7c7332319c14094c:W",img/cory_sandhagen.png,http://ufcstats.com/fighter-details/65f09bacd3957381
Song Yadong (Kung Fu Kid),Bantamweight,5,02-12-1997,22-9-1 (1 NC),837,388,361,19,6,15,0,0,2,0,914,158,68,67,3,2,0,1,0,2,0,0,2,1094,692,19,4,0,5,"24-01-2026:b50a426a33da0012:L,22-02-2025:056c493bbd76a918:W,09-03-2024:d661ce4da776fc20:L,09-12-2023:45f0cc9d18f35137:W,29-04-2023:5987b2458f4b5290:W",img/song_yadong.png,http://ufcstats.com/fighter-details/efb96bf3e9ada36f
Deiveson Figueiredo (Deus da Guerra),Bantamweight,7,18-12-1987,25-6-1,381,193,353,44,13,9,2,0,1,0,973,832,65,68,4,3,0,0,1,3,1,0,2,884,664,15,6,0,7,"24-01-2026:2b6fc1c02736833d:L,11-10-2025:cc1a8b4b38b92c6d:W,03-05-2025:65f09bacd3957381:L,23-11-2024:d661ce4da776fc20:L,03-08-2024:7c7332319c14094c:W,13-04-2024:d8c7c61b176e3994:W,02-12-2023:05339613bf8e9808:W",img/deiveson_figueiredo.png,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5
Marlon Vera (Chito),Bantamweight,10,02-12-1992,23-12-1,1064,438,668,2,0,24,1,0,1,1,24,684,68,70,1,5,0,0,0,1,0,0,5,1100,1279,31,7,0,6,"28-02-2026:9a97acbfd5a08bfa:L,18-10-2025:24656ef4d605c96f:L,03-08-2024:aa72b0f831d0bfe5:L,09-03-2024:b50a426a33da0012:L,19-08-2023:6bd02119599741a4:W,25-03-2023:65f09bacd3957381:L",img/marlon_vera.png,http://ufcstats.com/fighter-details/7c7332319c14094c
Mario Bautista,Bantamweight,8,01-07-1993,17-3-0,932,448,352,31,7,19,3,0,1,0,1044,1105,69,69,5,1,0,0,1,4,0,0,1,847,778,36,17,0,6,"07-02-2026:18d01f7f8338ae72:W,25-10-2025:2b6fc1c02736833d:L,07-06-2025:2cfba6c837c03ed0:W,05-10-2024:d0f3959b4a9747e6:W,13-01-2024:5987b2458f4b5290:W,19-08-2023:da22387a0407a2dc:W",img/mario_bautista.png,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Rob Font,Bantamweight,,25-06-1987,22-10-0,715,303,289,12,1,11,1,1,1,0,323,2715,68,71,3,4,0,1,0,2,0,0,4,882,706,49,38,1,7,"07-03-2026:fe2babf95de24fb1:L,13-09-2025:9a97acbfd5a08bfa:L,22-02-2025:ffd3224638c01b57:W,19-10-2024:60425d07ef4b91a7:W,02-12-2023:aa72b0f831d0bfe5:L,05-08-2023:65f09bacd3957381:L,08-04-2023:0232cabbc30a2372:W",img/rob_font.png,http://ufcstats.com/fighter-details/05339613bf8e9808
Aiemann Zahabi,Bantamweight,6,19-11-1987,14-2-0,739,369,291,1,0,11,0,0,1,2,174,7,68,68,5,0,0,1,0,4,0,0,0,732,856,11,0,0,5,"18-10-2025:7c7332319c14094c:W,10-05-2025:d0f3959b4a9747e6:W,02-11-2024:6bd02119599741a4:W,02-03-2024:bbab3baf66128ae2:W,10-06-2023:7d420039bbfe7c1a:W",img/aiemann_zahabi.png,http://ufcstats.com/fighter-details/24656ef4d605c96f
Henry Cejudo (Triple C),Bantamweight,,09-02-1987,16-6-0,501,255,427,25,5,20,0,1,0,1,590,714,64,64,0,4,0,0,0,0,0,0,4,1050,777,32,12,1,4,"06-12-2025:6e743a33d56bdaa4:L,22-02-2025:efb96bf3e9ada36f:L,17-02-2024:c03520b5c88ed6b4:L,06-05-2023:cb696ebfb6598724:L",img/henry_cejudo.png,http://ufcstats.com/fighter-details/056c493bbd76a918
Vinicius Oliveira (LokDog),Bantamweight,12,30-11-1995,23-4-0,728,314,189,15,7,25,1,0,2,0,784,713,69,70,4,1,0,1,0,3,0,1,0,833,439,36,11,1,5,"07-02-2026:bc711b6dd95c1af6:L,19-07-2025:60425d07ef4b91a7:W,01-02-2025:0fd5f4b838e890cc:W,29-06-2024:5987b2458f4b5290:W,02-03-2024:b6c37948cb226e8c:W",img/vinicius_oliveira.png,http://ufcstats.com/fighter-details/18d01f7f8338ae72
Marcus McGhee (The Maniac),Bantamweight,,07-05-1990,10-2-0,582,263,174,7,1,9,1,0,3,0,173,315,68,69,4,1,0,2,1,1,0,0,1,574,411,10,1,0,5,"26-07-2025:d661ce4da776fc20:L,16-11-2024:f2477cf43c4975cc:W,13-01-2024:96924b0019b3aff1:W,12-08-2023:0b362247806341e5:W,29-04-2023:78f485f851891d68:W",img/marcus_mcghee.png,http://ufcstats.com/fighter-details/c0ac37a4a1133da9
Kyler Phillips (The Matrix),Bantamweight,,12-06-1995,12-4-0,738,273,255,14,5,19,0,0,1,1,340,345,68,72,2,2,0,0,0,2,0,0,2,900,625,24,5,0,4,"19-07-2025:18d01f7f8338ae72:L,19-10-2024:05339613bf8e9808:L,09-03-2024:6bd02119599741a4:W,05-08-2023:b9f28e7045fdfce7:W",img/kyler_phillips.png,http://ufcstats.com/fighter-details/60425d07ef4b91a7
Montel Jackson (Quik),Bantamweight,14,24-04-1992,15-3-0,163,73,48,9,3,10,1,0,2,0,298,491,70,75,3,1,0,2,0,1,0,0,1,510,97,15,5,0,4,"11-10-2025:aa72b0f831d0bfe5:L,03-05-2025:850266b3dc4e506e:W,13-07-2024:da22387a0407a2dc:W,22-04-2023:94527830000ab715:W",img/montel_jackson.png,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d
Ricky Simon,Bantamweight,,31-08-1992,22-7-0,619,259,444,52,10,10,0,0,1,2,976,69,66,69,2,4,0,1,0,1,1,0,3,851,1057,12,2,0,6,"08-11-2025:b9f28e7045fdfce7:L,14-06-2025:5c84f673b7bb7c15:W,22-02-2025:bbab3baf66128ae2:W,29-06-2024:18d01f7f8338ae72:L,13-01-2024:bc711b6dd95c1af6:L,29-04-2023:efb96bf3e9ada36f:L",img/ricky_simon.png,http://ufcstats.com/fighter-details/5987b2458f4b5290
Alexandre Pantoja (The Cannibal),Flyweight,1,16-04-1990,30-6-0,811,429,426,57,29,10,4,0,1,0,2558,354,65,67,5,1,0,0,2,3,1,0,0,944,761,13,3,0,6,"06-12-2025:17e97649403ba428:L,28-06-2025:853eb0dd5c0e2149:W,07-12-2024:d33da8a3d82bdb62:W,04-05-2024:32ab52e5de93092d:W,16-12-2023:6e15f63b6c2e2c15:W,08-07-2023:792be9a24df82ed6:W",img/alexandre_pantoja.png,http://ufcstats.com/fighter-details/a0f0004aadf10b71
