Tipo_Encuentro,Codigo_A,Apodo_A,Score_AT_A,Score_ANT_A,Score_PT_A,Score_PNT_A,Codigo_B,Apodo_B,Score_AT_B,Score_ANT_B,Score_PT_B,Score_PNT_B,Delta_BASE_ponderado,Dominante,Intensidad,Prediccion_Breve,Zona_Clave,Tactica_A,Tactica_B,Descripcion_Choque
Basico vs Basico,AT,El Estratega,1.0,0.0,0.0,0.0,AT,El Estratega,1.0,0.0,0.0,0.0,0.0,Parejo,Parejo,Combate equilibrado entre El Estratega y El Estratega.,Claves en Zona de decisión vs Zona de decisión,El Estratega buscará imponer técnica en zona de decisión,El Estratega buscará imponer técnica en zona de decisión,"Choque entre El Estratega y El Estratega, donde el estratega buscará imponer técnica en zona de decisión mientras el estratega buscará imponer técnica en zona de decisión."
Basico vs Basico,AT,El Estratega,1.0,0.0,0.0,0.0,PNT,El Escudo,0.0,0.0,0.0,1.0,-0.2,B,Ventaja amplia B,Ligera ventaja para El Escudo.,Claves en Zona de decisión vs Zona de acción,El Estratega buscará imponer técnica en zona de decisión,El Escudo se mantendrá defensivo en zona retrasada,"Choque entre El Estratega y El Escudo, donde el estratega buscará imponer técnica en zona de decisión mientras el escudo se mantendrá defensivo en zona retrasada."
Basico vs Basico,AT,El Estratega,1.0,0.0,0.0,0.0,PT,El Francotirador,0.0,0.0,1.0,0.0,0.1,A,Ventaja amplia A,Ligera ventaja para El Estratega.,Claves en Zona de decisión vs Zona de control,El Estratega buscará imponer técnica en zona de decisión,El Francotirador esperará en zona de control con precisión,"Choque entre El Estratega y El Francotirador, donde el estratega buscará imponer técnica en zona de decisión mientras el francotirador esperará en zona de control con precisión."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,ANT+AT,El Vendaval,0.4,0.6,0.0,0.0,-0.03,B,Parejo,Combate equilibrado entre El Estratega y El Vendaval.,"Claves en Zona de decisión vs Zona de búsqueda, Zona de decisión",El Estratega buscará imponer técnica en zona de decisión,El Vendaval presionará desde la zona de búsqueda con actividad y El Vendaval buscará imponer técnica en zona de decisión,"Choque entre El Estratega y El Vendaval, donde el estratega buscará imponer técnica en zona de decisión mientras el vendaval presionará desde la zona de búsqueda con actividad y el vendaval buscará imponer técnica en zona de decisión."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,AT+ANT,El Huracán,0.6,0.4,0.0,0.0,-0.02,B,Parejo,Combate equilibrado entre El Estratega y El Huracán.,"Claves en Zona de decisión vs Zona de decisión, Zona de búsqueda",El Estratega buscará imponer técnica en zona de decisión,El Huracán buscará imponer técnica en zona de decisión y El Huracán presionará desde la zona de búsqueda con actividad,"Choque entre El Estratega y El Huracán, donde el estratega buscará imponer técnica en zona de decisión mientras el huracán buscará imponer técnica en zona de decisión y el huracán presionará desde la zona de búsqueda con actividad."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,AT+PNT,El Guardián,0.6,0.0,0.0,0.4,-0.08,B,Ventaja ligera B,Ligera ventaja para El Guardián.,"Claves en Zona de decisión vs Zona de decisión, Zona de acción",El Estratega buscará imponer técnica en zona de decisión,El Guardián buscará imponer técnica en zona de decisión y El Guardián se mantendrá defensivo en zona retrasada,"Choque entre El Estratega y El Guardián, donde el estratega buscará imponer técnica en zona de decisión mientras el guardián buscará imponer técnica en zona de decisión y el guardián se mantendrá defensivo en zona retrasada."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,0.04,A,Parejo,Combate equilibrado entre El Estratega y El Cirujano.,"Claves en Zona de decisión vs Zona de decisión, Zona de control",El Estratega buscará imponer técnica en zona de decisión,El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,"Choque entre El Estratega y El Cirujano, donde el estratega buscará imponer técnica en zona de decisión mientras el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,PNT+AT,El Bastión Técnico,0.4,0.0,0.0,0.6,-0.12,B,Ventaja amplia B,Ligera ventaja para El Bastión Técnico.,"Claves en Zona de decisión vs Zona de acción, Zona de decisión",El Estratega buscará imponer técnica en zona de decisión,El Bastión Técnico se mantendrá defensivo en zona retrasada y El Bastión Técnico buscará imponer técnica en zona de decisión,"Choque entre El Estratega y El Bastión Técnico, donde el estratega buscará imponer técnica en zona de decisión mientras el bastión técnico se mantendrá defensivo en zona retrasada y el bastión técnico buscará imponer técnica en zona de decisión."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,PT+AT,El Maestro del Pulso,0.4,0.0,0.6,0.0,0.06,A,Ventaja ligera A,Ligera ventaja para El Estratega.,"Claves en Zona de decisión vs Zona de control, Zona de decisión",El Estratega buscará imponer técnica en zona de decisión,El Maestro del Pulso esperará en zona de control con precisión y El Maestro del Pulso buscará imponer técnica en zona de decisión,"Choque entre El Estratega y El Maestro del Pulso, donde el estratega buscará imponer técnica en zona de decisión mientras el maestro del pulso esperará en zona de control con precisión y el maestro del pulso buscará imponer técnica en zona de decisión."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,ANT+PNT,La Bestia,0.0,0.6,0.0,0.4,-0.11,B,Ventaja amplia B,Ligera ventaja para La Bestia.,"Claves en Zona de decisión vs Zona de búsqueda, Zona de acción",El Estratega buscará imponer técnica en zona de decisión,La Bestia presionará desde la zona de búsqueda con actividad y La Bestia se mantendrá defensivo en zona retrasada,"Choque entre El Estratega y La Bestia, donde el estratega buscará imponer técnica en zona de decisión mientras la bestia presionará desde la zona de búsqueda con actividad y la bestia se mantendrá defensivo en zona retrasada."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,ANT+PT,El Castigador,0.0,0.6,0.4,0.0,0.01,A,Parejo,Combate equilibrado entre El Estratega y El Castigador.,"Claves en Zona de decisión vs Zona de búsqueda, Zona de control",El Estratega buscará imponer técnica en zona de decisión,El Castigador presionará desde la zona de búsqueda con actividad y El Castigador esperará en zona de control con precisión,"Choque entre El Estratega y El Castigador, donde el estratega buscará imponer técnica en zona de decisión mientras el castigador presionará desde la zona de búsqueda con actividad y el castigador esperará en zona de control con precisión."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,PNT+ANT,El Feral,0.0,0.4,0.0,0.6,-0.14,B,Ventaja amplia B,Ligera ventaja para El Feral.,"Claves en Zona de decisión vs Zona de acción, Zona de búsqueda",El Estratega buscará imponer técnica en zona de decisión,El Feral se mantendrá defensivo en zona retrasada y El Feral presionará desde la zona de búsqueda con actividad,"Choque entre El Estratega y El Feral, donde el estratega buscará imponer técnica en zona de decisión mientras el feral se mantendrá defensivo en zona retrasada y el feral presionará desde la zona de búsqueda con actividad."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,PT+ANT,El Demoledor Silencioso,0.0,0.4,0.6,0.0,0.04,A,Parejo,Combate equilibrado entre El Estratega y El Demoledor Silencioso.,"Claves en Zona de decisión vs Zona de control, Zona de búsqueda",El Estratega buscará imponer técnica en zona de decisión,El Demoledor Silencioso esperará en zona de control con precisión y El Demoledor Silencioso presionará desde la zona de búsqueda con actividad,"Choque entre El Estratega y El Demoledor Silencioso, donde el estratega buscará imponer técnica en zona de decisión mientras el demoledor silencioso esperará en zona de control con precisión y el demoledor silencioso presionará desde la zona de búsqueda con actividad."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,PNT+PT,El Ancla,0.0,0.0,0.4,0.6,-0.08,B,Ventaja ligera B,Ligera ventaja para El Ancla.,"Claves en Zona de decisión vs Zona de acción, Zona de control",El Estratega buscará imponer técnica en zona de decisión,El Ancla se mantendrá defensivo en zona retrasada y El Ancla esperará en zona de control con precisión,"Choque entre El Estratega y El Ancla, donde el estratega buscará imponer técnica en zona de decisión mientras el ancla se mantendrá defensivo en zona retrasada y el ancla esperará en zona de control con precisión."
Basico vs Dual,AT,El Estratega,1.0,0.0,0.0,0.0,PT+PNT,La Muralla,0.0,0.0,0.6,0.4,-0.02,B,Parejo,Combate equilibrado entre El Estratega y La Muralla.,"Claves en Zona de decisión vs Zona de control, Zona de acción",El Estratega buscará imponer técnica en zona de decisión,La Muralla esperará en zona de control con precisión y La Muralla se mantendrá defensivo en zona retrasada,"Choque entre El Estratega y La Muralla, donde el estratega buscará imponer técnica en zona de decisión mientras la muralla esperará en zona de control con precisión y la muralla se mantendrá defensivo en zona retrasada."
Basico vs Triple,AT,El Estratega,1.0,0.0,0.0,0.0,ANT+AT+PNT,El Coloso del Centro,0.3,0.5,0.0,0.2,-0.065,B,Ventaja ligera B,Ligera ventaja para El Coloso del Centro.,"Claves en Zona de decisión vs Zona de búsqueda, Zona de decisión, Zona de acción",El Estratega buscará imponer técnica en zona de decisión,El Coloso del Centro presionará desde la zona de búsqueda con actividad y El Coloso del Centro buscará imponer técnica en zona de decisión y El Coloso del Centro se mantendrá defensivo en zona retrasada,"Choque entre El Estratega y El Coloso del Centro, donde el estratega buscará imponer técnica en zona de decisión mientras el coloso del centro presionará desde la zona de búsqueda con actividad y el coloso del centro buscará imponer técnica en zona de decisión y el coloso del centro se mantendrá defensivo en zona retrasada."
Basico vs Triple,AT,El Estratega,1.0,0.0,0.0,0.0,ANT+AT+PT,El Estratega Salvaje,0.3,0.5,0.2,0.0,-0.005,B,Parejo,Combate equilibrado entre El Estratega y El Estratega Salvaje.,"Claves en Zona de decisión vs Zona de búsqueda, Zona de decisión, Zona de control",El Estratega buscará imponer técnica en zona de decisión,El Estratega Salvaje presionará desde la zona de búsqueda con actividad y El Estratega Salvaje buscará imponer técnica en zona de decisión y El Estratega Salvaje esperará en zona de control con precisión,"Choque entre El Estratega y El Estratega Salvaje, donde el estratega buscará imponer técnica en zona de decisión mientras el estratega salvaje presionará desde la zona de búsqueda con actividad y el estratega salvaje buscará imponer técnica en zona de decisión y el estratega salvaje esperará en zona de control con precisión."
Basico vs Triple,AT,El Estratega,1.0,0.0,0.0,0.0,ANT+PNT+AT,,0.2,0.5,0.0,0.3,-0.085,B,Ventaja ligera B,Ligera ventaja para nan.,"Claves en Zona de decisión vs Zona de búsqueda, Zona de acción, Zona de decisión",El Estratega buscará imponer técnica en zona de decisión,nan presionará desde la zona de búsqueda con actividad y nan se mantendrá defensivo en zona retrasada y nan buscará imponer técnica en zona de decisión,"Choque entre El Estratega y nan, donde el estratega buscará imponer técnica en zona de decisión mientras nan presionará desde la zona de búsqueda con actividad y nan se mantendrá defensivo en zona retrasada y nan buscará imponer técnica en zona de decisión."
Basico vs Triple,AT,El Estratega,1.0,0.0,0.0,0.0,ANT+PT+AT,El Incursor,0.2,0.5,0.3,0.0,0.005,A,Parejo,Combate equilibrado entre El Estratega y El Incursor.,"Claves en Zona de decisión vs Zona de búsqueda, Zona de control, Zona de decisión",El Estratega buscará imponer técnica en zona de decisión,El Incursor presionará desde la zona de búsqueda con actividad y El Incursor esperará en zona de control con precisión y El Incursor buscará imponer técnica en zona de decisión,"Choque entre El Estratega y El Incursor, donde el estratega buscará imponer técnica en zona de decisión mientras el incursor presionará desde la zona de búsqueda con actividad y el incursor esperará en zona de control con precisión y el incursor buscará imponer técnica en zona de decisión."
Basico vs Triple,AT,El Estratega,1.0,0.0,0.0,0.0,AT+ANT+PNT,El Inquebrantable,0.5,0.3,0.0,0.2,-0.055,B,Ventaja ligera B,Ligera ventaja para El Inquebrantable.,"Claves en Zona de decisión vs Zona de decisión, Zona de búsqueda, Zona de acción",El Estratega buscará imponer técnica en zona de decisión,El Inquebrantable buscará imponer técnica en zona de decisión y El Inquebrantable presionará desde la zona de búsqueda con actividad y El Inquebrantable se mantendrá defensivo en zona retrasada,"Choque entre El Estratega y El Inquebrantable, donde el estratega buscará imponer técnica en zona de decisión mientras el inquebrantable buscará imponer técnica en zona de decisión y el inquebrantable presionará desde la zona de búsqueda con actividad y el inquebrantable se mantendrá defensivo en zona retrasada."
Basico vs Triple,AT,El Estratega,1.0,0.0,0.0,0.0,AT+ANT+PT,El Arquitecto del Caos,0.5,0.3,0.2,0.0,0.005,A,Parejo,Combate equilibrado entre El Estratega y El Arquitecto del Caos.,"Claves en Zona de decisión vs Zona de decisión, Zona de búsqueda, Zona de control",El Estratega buscará imponer técnica en zona de decisión,El Arquitecto del Caos buscará imponer técnica en zona de decisión y El Arquitecto del Caos presionará desde la zona de búsqueda con actividad y El Arquitecto del Caos esperará en zona de control con precisión,"Choque entre El Estratega y El Arquitecto del Caos, donde el estratega buscará imponer técnica en zona de decisión mientras el arquitecto del caos buscará imponer técnica en zona de decisión y el arquitecto del caos presionará desde la zona de búsqueda con actividad y el arquitecto del caos esperará en zona de control con precisión."
